"dialogue" "label"
"676" "Come on. We got a situation.  See him down there? He's in trouble. What's your plan? Go." "1"
"677" "Um. Okay, okay... uh...  Okay. Did you ever see this really old movie, Aliens?" "1"
"680" "Painful aren't they? They were originally designed for microsurgery. And any one of them..." "-1"
"682" "...Could end your friend's life in an instant." "-1"
"683" "I gotta tell you, he's not really my friend. Saving his life is more a professional courtesy." "-1"
"684" "You've saved nothing. Your powers are inconsequential compared to mine." "-1"
"685" "Yeah, but the kid's seen more movies." "1"
"687" "Yes! Wait what are those?!" "1"
"689" "Hey, we haven't officially met.  Cool." "1"
"691" "We've gotta turn this ship around." "1"
"692" "Yeah. Now he wants to run. Great plan." "-1"
"693" "No, I want to protect the stone." "1"
"695" "And I want you to thank me now. Go ahead, I'm listening." "1"
"696" "For what? Nearly blasting me into space?" "-1"
"697" "Who just saved your magical ass? Me." "-1"
"698" "I seriously don't know how you fit your head into that helmet." "-1"
"699" "Admit it. You should have ducked out when I told you to. I tried to bench you. You refused." "-1"
"700" "Unlike everyone else in your life, I don't work for you." "-1"
"701" "And due to that fact, we're now in a flying doughnut billions of miles away from Earth with no backup." "-1"
"703" "I'm backup." "1"
"704" "No. You're a stowaway.  The adults are talking." "-1"
"705" "I'm sorry, I'm confused as to the relationship here. Wh-- what is he, your ward?" "-1"
"706" "No. I'm Peter, by the way." "1"
"707" "Dr. Strange." "1"
"708" "Oh, we're using our made-up names. Um... I'm Spider-Man, then." "1"
"709" "This ship is self-correcting its course. Thing's on autopilot." "1"
"710" "Can we control it? Fly us home?  Stark?" "1"
"711" "Yeah?" "1"
"712" "Can you get us home?" "1"
"713" "Yeah I heard you. I'm thinking... I'm not so sure we should." "1"
"714" "Under no circumstance can we bring the Time Stone to Thanos. I don't think you quite understand what's at stake here." "-1"
"715" "No. It's you who doesn't understand, that Thanos has been inside my head for six years since he sent an army to New York and now he's back! And I don't know what to do. So I'm not so sure if it's a better plan to fight him on our turf or his but you saw what they did, what they can do. At least on his turf, he's not expecting it. So I say we take the fight to him. Doctor. Do you concur?" "-1"
"716" "Alright, Stark. We go to him. But you have to understand... if it comes to saving you or the kid or the Time Stone... I will not hesitate to let either of you die. I can't, because the fate of the universe depends on it." "-1"
"717" "Nice. Good. Moral compass. We're straight.  Alright, kid. You're an Avenger now." "-1"
"720" "I thought you might be hungry." "1"
"722" "I always hated that chair." "-1"
"723" "So I've been told. Even so. I'd hoped you'd sit on it one day." "1"
"724" "I hated this room. This ship. I hated my life." "-1"
"725" "You told me that too.  Every day. For almost twenty years." "1"
"726" "I was a child when you took me." "-1"
"727" "I saved you." "1"
"728" "No. No. We were happy on my home planet." "-1"
"729" "Going to bed hungry, scrounging for scraps. Your planet was on the brink of collapse. I'm the one who stopped that. Do you know what's happened since then? The children born have known nothing but full bellies and clear skies. It's a paradise." "-1"
"730" "Because you murdered half the planet." "-1"
"731" "A small price to pay for salvation." "-1"
"732" "You're insane." "-1"
"733" "Little one, it's a simple calculus. This universe is finite, its resources finite. If life is left unchecked, life will cease to exist. It needs correction-" "-1"
"734" "YOU DON'T KNOW THAT." "-1"
"735" "I'm the only one who knows that. At least, I'm the only one with the will to act on it.  For a time... you had that same will... as you fought by my side. Daughter." "1"
"736" "I'm not your daughter. Everything I hate about myself you taught me." "-1"
"737" "And in doing so, made you the fiercest woman in the galaxy. That's why I trusted you to find the Soul Stone." "1"
"738" "I'm sorry I disappointed you." "-1"
"739" "I am disappointed. But not because you didn't find it.  But because you did.  And you lied." "-1"
"741" "Nebula." "1"
"743" "Don't do this." "-1"
"744" "Some time ago, your sister snuck aboard this ship to kill me." "-1"
"745" "Please don't do this." "-1"
"746" "And very nearly succeeded. So I brought her here. To talk." "1"
"748" "Stop. Stop it.  I swear to you on my life. I never found the Soul Stone." "-1"
"750" "You know what he's about to do. He's finally ready, and he's going for the stones. All of them." "1"
"751" "He can never get them all." "-1"
"752" "He will!" "1"
"753" "He can't, Nebula. Because I found the map to the Soul Stone and I burnt it to ash. I burnt it." "-1"
"755" "You're strong. Me. You're generous. Me. But I never taught you to lie. That's why you're so bad at it.  Where is the Soul Stone?" "-1"
"756" "VORMIR!  The Stone is on Vormir." "1"
"757" "Show me." "1"
"759" "I am Groot." "1"
"760" "Tinkle in the cup. We're not looking. What's there to see? What's a twig? Everybody's seen a twig." "1"
"761" "I am Groot." "1"
"762" "Tree, pour what's in the cup out in space, and go in the cup again." "1"
"763" "You speak Groot?" "1"
"764" "Yes, they taught it on Asgard. It was an elective." "1"
"765" "I am Groot." "1"
"766" "You'll know when we're there. Nivadellir's forge harnesses the power of a blazing neutron star.  It's the birth place of my hammer. It's truly awesome." "1"
"768" "Okay, time to be the captain.  So, dead brother, huh? Yeah, that can be annoying." "-1"
"769" "Well, he's been dead before, but this time I think it really might be true." "-1"
"770" "And you said your sister and your dad?" "1"
"771" "Both dead." "-1"
"772" "Still got a mom, though?" "1"
"773" "Killed by a dark elf." "-1"
"774" "A best friend?" "1"
"775" "Stabbed through the heart." "-1"
"776" "Are you sure you're up to this particular murder mission?" "-1"
"777" "Absolutely. Rage, vengeance, anger, loss, regret... they're all tremendous motivators. They really clear the mind. So I'm good to go." "-1"
"778" "Yeah, but this Thanos we're talking about... he's the toughest there is." "-1"
"779" "Well, he's never fought me." "1"
"780" "Yeah, he has!" "1"
"781" "He's never fought me twice. And I'm getting a new hammer, don't forget." "1"
"782" "Better be some hammer." "1"
"783" "You know, I'm 1,500 years old. I've killed twice as many enemies as that, and every one would have rather killed me, but none succeeded. I'm only alive because fate wants me alive. Thanos is the latest in a long line of bastards and he will be the latest to feel my vengeance. Fate wills it so." "-1"
"784" "And what if you're wrong?" "-1"
"785" "If I'm wrong then... what more could I lose?" "-1"
"787" "I could lose a lot. Me personally. I could lose a lot.  Okay. If fate does want you to kill that crapsack... you're gonna need more than one stupid eyeball." "-1"
"788" "What's this?" "1"
"789" "What's it look like? Some jerk lost a bet with me on on Contraxia." "-1"
"790" "He gave you his eye?" "1"
"791" "He gave me 100 credits. I snuck in later that night and stole his eye." "1"
"792" "Thank you, sweet rabbit." "1"
"794" "Hmm. Huh? Oh. I would've washed that. The only way I could sneak it off Contraxia was up my... Hey, we're here!" "1"
"795" "I don't think this thing works. Everything seems dark." "1"
"796" "It ain't the eye." "1"
"798" "Something's wrong. The star's gone out. And the rings are frozen." "-1"
"801" "I hope these dwarves are better at forging than they are cleaning. Maybe they realized they live in a junk pile in the middle of space." "-1"
"802" "This forge hasn't gone dark in centuries...." "1"
"803" "You said Thanos had a gauntlet, right?" "1"
"804" "Yes. Why?" "1"
"805" "Look anything like that?" "1"
"806" "I am Groot." "1"
"807" "Go back to the pod." "1"
"809" "Eitri, wait! Stop!" "1"
"810" "Thor?" "1"
"812" "What happened here?" "1"
"813" "You were supposed to protect us. Asgard was supposed to protect us!" "1"
"814" "Asgard is destroyed.  Eitri, the glove. What did you do?" "-1"
"815" "300 dwarves lived on this ring. I thought if I did what he asked, they'd be safe. I made what he wanted. A device capable of harnessing the power of the stones. Then he killed everyone anyway. All except me. 'Your life is yours,' he said. 'But your hands are mine alone.'" "-1"
"816" "Eitri, this isn't about your hands. Every weapon you've ever designed: every ax, hammer, sword - it's all inside your head." "1"
"817" "Now I know it feels like all hope is lost. Trust me, I know. But together, you and I, we can kill Thanos." "-1"
"819" "Mantis, listen very carefully. I need you to meet me on Titan." "1"
"821" "Hey, what's going on?" "1"
"822" "I think we're here." "1"
"823" "I don't think this rig has a self-park function.  Get your hand into this steering gimbal. Close those around it. You understand?" "1"
"824" "Yep, got it." "1"
"825" "This was meant for one big guy, so we gotta to move at the same time." "1"
"826" "Okay. Okay. Ready." "1"
"828" "We might wanna turn. Turn! Turn! Turn!!" "1"
"832" "You alright?  That was close. I owe you one." "1"
"834" "Let me just say, if aliens wind up implanting eggs in my chest or something, and I eat one of you, I'm sorry." "-1"
"835" "I don't wanna hear another single pop culture out of you for the rest of the trip. You understand?" "1"
"836" "I'm trying to say that... something is coming." "1"
"838" "THANOS!!!!" "1"
"839" "AH! Whoawhoawhoawhoa! PLEASE DON'T PUT YOUR EGGS IN ME!" "-1"
"841" "Stay down, clown!" "-1"
"843" "Die, blanket of death!" "-1"
"847" "Alright, everybody, stay where you are...chill the F out.  I'm gonna ask you this one time. Where's Gamora?" "-1"
"848" "Yeah, I'll do you one better. Who's Gamora?" "1"
"849" "I'll do you one better. Why is Gamora?" "1"
"850" "Tell me where the girl is, or I swear to you, I'm gonna French-fry this little freak." "-1"
"851" "Let's do it! You shoot my guy, I blast him. Let's go!" "1"
"852" "Do it, Quill! I can take it." "1"
"853" "No, he can't take it!" "1"
"854" "She's right. You can't." "1"
"855" "Oh yeah? You don't wanna tell me where she is? That's fine. I'll kill all three of you and beat it out of Thanos myself.  Starting with you." "-1"
"856" "Wait, what. Thanos?  Alright, let me ask you this one time: What master do you serve?" "1"
"857" "What master do I serve? What am I supposed to say? Jesus?" "1"
"858" "You're from Earth?" "1"
"859" "I'm not from Earth. I'm from Missouri." "1"
"860" "Yeah, that's on Earth, dip-shit. What are you hassling us for?" "-1"
"861" "So, you're not with Thanos?" "1"
"862" "With Thanos?! No, I'm here to kill Thanos! He took my girl- Wai- who are you?" "-1"
"863" "We're the Avengers, man." "1"
"864" "Oh." "1"
"865" "You're the ones Thor told us about!" "1"
"866" "You know Thor!?" "1"
"867" "Yeah. Tall guy, not that good-looking,  needed saving." "-1"
"868" "Where is he now?" "1"
"870" "This is the plan? We're gonna hit him with a brick?" "1"
"871" "It's a mold. A king's weapon. Meant to be the greatest in Asgard. In theory, it could even summon the Bifrost." "1"
"872" "Did it have a name?" "1"
"873" "Stormbreaker." "1"
"874" "That's a bit much." "1"
"875" "So how do we make it?" "1"
"876" "You'll have to restart the forge. Awaken the heart of a dying star." "1"
"877" "Rabbit, fire up the pod." "1"
"879" "The heck happened to this planet? It's eight degrees off its axis. Gravitational pull is all over the place." "1"
"881" "Yeah, we got one advantage. He's coming to us. We'll use it. All right, I have a plan. Or at least the beginnings of one. It's pretty simple. We draw him in, pin him down, get what we need. Definitely don't wanna dance with this guy. We just want the gauntlet." "1"
"883" "Are you yawning? In the middle of this, while I'm breaking it down? Huh? Did you hear what I said?" "1"
"884" "I stopped listening after you said, We need a plan." "1"
"885" "Okay, Mr. Clean is on his own page." "1"
"886" "See, not winging it isn't really what they do." "1"
"887" "Uh, what exactly is it that they do?" "1"
"888" "Kick names, take ass." "1"
"889" "Yeah, that's right." "1"
"890" "Alright, just get over here, please. Mr. Lord, can you get your folks to circle up?" "1"
"891" "Mr. Lord. Star-Lord is fine." "1"
"892" "We gotta coalesce. 'Cause if all we come at him with is a plucky attitude...." "-1"
"893" "Dude, don't call us plucky. We don't know what it means. Alright, we're optimistic, yes. I like your plan. Except it sucks, so let me do the plan, and that way it might be really good." "-1"
"894" "Tell him about the dance-off to save the universe." "1"
"895" "What dance-off?" "1"
"896" "It's not a... it's not... it's nothing." "1"
"897" "Like in Footloose, the movie?" "1"
"898" "Exactly like Footloose. Is it still the greatest movie in history?" "1"
"899" "It never was." "-1"
"901" "Don't encourage this, alright?" "1"
"902" "Okay." "1"
"903" "We're getting no help from Flash Gordon here." "1"
"904" "Flash Gordon? By the way, that's a compliment. Don't forget, I'm half human.  So that 50% of me that's stupid? That's 100% you." "1"
"905" "Your math is blowing my mind." "1"
"906" "Excuse me, but... does your friend often do that?" "-1"
"908" "Strange, we alright?" "1"
"910" "You're back. You're alright." "1"
"911" "Hey, what was that?" "1"
"912" "I went forward in time to view alternate futures. To see all the possible outcomes of the coming conflict." "1"
"913" "How many did you see?" "1"
"914" "14,000,605." "1"
"915" "How many did we win?" "1"
"917" "One." "1"
"919" "The stone had better be up there... for your sister's sake." "-1"
"921" "Welcome, Thanos, son of A'lars. Gamora, daughter of Thanos." "1"
"922" "You know us?" "1"
"923" "It is my curse to know all who journey here." "-1"
"924" "Where's the Soul Stone?" "1"
"925" "You should know... it extracts a terrible price." "-1"
"926" "I am prepared." "1"
"927" "We all think that at first.  We are all wrong." "-1"
"929" "How is it you know this place so well?" "1"
"930" "A lifetime ago, I, too, sought the stones. I even held one in my hand. But it cast me out, banished me here. Guiding others to a treasure I cannot possess." "-1"
"932" "What you seek lies before you. As does what you fear." "-1"
"933" "What's this?" "1"
"934" "The price. Soul hold a special place among the Infinity Stones. You might say it has a certain wisdom." "-1"
"935" "Tell me what it needs." "1"
"936" "To ensure that whoever possesses it... understands its power.... The stone demands a sacrifice." "-1"
"937" "Of what?" "1"
"938" "In order to take the stone, you must lose that which you love. A soul, for a soul." "-1"
"940" "All my life, I dreamed of a day... a moment when you would get what you deserved. And I was always so disappointed. But now... you kill and torture... and you call it mercy. The universe has judged you. You asked it for a prize, and it told you no. You failed. And do you wanna know why? Because you love nothing. No one." "-1"
"942" "Really? Tears?" "1"
"943" "They're not for him." "1"
"945" "No...This isn't love!" "1"
"946" "I ignored my destiny once. I cannot do that again. Even for you.  I'm sorry, little one." "1"
"947" "NO!" "1"
"951" "Drop to 2600, heading 0-3-0." "1"
"952" "I hope you're right about this, Cap. Or we're gonna land a lot faster than you want to." "1"
"954" "When you said we were going to open Wakanda to the rest of the world... this is not what I imagined." "1"
"955" "And what did you imagine?" "1"
"956" "The Olympics. Maybe even a Starbucks." "1"
"958" "Should we bow?" "1"
"959" "Yeah, he's a king." "1"
"960" "Seems like I'm always thanking you for something." "1"
"962" "What are you doing?" "1"
"963" "Uh, we don't do that here.  So how big of an assault can we expect?" "1"
"965" "Uh, sir, I think you can expect quite a big assault." "-1"
"966" "How we looking?" "1"
"967" "You will have my Kingsguard, the Border Tribe, the Dora Milaje, and..." "1"
"968" "A semi-stable, 100-year-old man." "-1"
"970" "How you been, Buck?" "1"
"971" "Uh, not bad, for the end of the world." "1"
"973" "Whoa. The structure is polymorphic." "1"
"974" "Right, we had to attach each neuron non-sequentially." "1"
"975" "Why didn't you just reprogram the synapses to work collectively?" "1"
"977" "Because, we didn't think of it." "1"
"978" "I'm sure you did your best." "1"
"979" "Can you do it?" "1"
"980" "Yes, but there are more than two trillion neurons here. One misalignment could cause a cascade of circuit failures.  It will take time, brother." "1"
"981" "How long?" "1"
"982" "As long as you can give me." "1"
"983" "Something's entered the atmosphere." "1"
"985" "Hey, Cap, we got a situation here." "1"
"987" "God, I love this place." "1"
"988" "Yeah, don't start celebrating yet, guys. We got more incoming outside the dome." "1"
"990" "It's too late. We need to destroy the stone now." "-1"
"991" "Vision, get your ass back on the table." "-1"
"992" "We will hold them off." "1"
"993" "Wanda, as soon as the stone's out of his head... you blow it to hell." "-1"
"994" "I will." "1"
"995" "Evacuate the city. Engage all defense procedures.  And get this man a shield." "1"
"997" "I don't think you get the scientifics here. These rings are gigantic. You wanna get them moving, you're gonna need something a lot bigger to yank 'em loose." "1"
"998" "Leave that to me." "1"
"999" "Leave that to you? Buddy, you're in space. All you got is a rope and a--" "-1"
"1000" "Fire the engines!" "1"
"1001" "Nnnyah!" "1"
"1002" "MORE... POWER... RABBIT!" "1"
"1004" "Well done, boy." "1"
"1006" "That's Nivadellir!" "1"
"1008" "Damn it." "-1"
"1009" "Damn it? What's damn it?" "-1"
"1010" "The mechanism is crippled." "-1"
"1011" "What?" "1"
"1012" "With the iris closed I can't heat the metal." "1"
"1013" "How long will it take to heat?" "1"
"1014" "A few minutes, maybe more. Why?" "1"
"1015" "I'm gonna hold it open." "1"
"1016" "That's suicide." "-1"
"1017" "So is facing Thanos without that ax." "-1"
"1019" "How we looking, Bruce?" "1"
"1020" "Yeah, I think I'm getting the hang of it. Wow! It's like being the Hulk without actually--  I'm okay. I'm okay." "1"
"1021" "I got two heat signatures breaking through the tree line." "1"
"1024" "MIE EFFA!  YA HU! MIE EFFA! YA HU! MIE EFFA! YA HU! MIE EFFA! YA HU! MIE EFFA! YA HU!" "1"
"1025" "Thank you for standing with us." "1"
"1026" "Of course, brother." "1"
"1028" "Where's your other friend?" "1"
"1029" "You will pay for his life with yours. Thanos will have that stone." "-1"
"1030" "That's not gonna happen." "1"
"1031" "You are in Wakanda now. Thanos will have nothing but dust and blood." "-1"
"1032" "We... have blood to spare." "-1"
"1034" "Did they surrender?" "-1"
"1035" "Not exactly." "1"
"1037" "What the hell." "1"
"1038" "Looks like we pissed her off." "-1"
"1039" "They're killing themselves." "-1"
"1041" "You seen the teeth on those things?" "1"
"1042" "Alright, back up, Sam. You're gonna get your wings singed." "1"
"1044" "Cap, if these things circle the perimeter and get in behind us... there's nothing between them and Vision." "1"
"1045" "Them we better keep 'em in front of us." "1"
"1046" "How do we do that?" "1"
"1047" "We open the barrier.  On my signal, open North-West Section Seventeen." "1"
"1048" "Requesting confirmation, my King. You said open the barrier?" "1"
"1049" "On my signal." "1"
"1050" "This will be the end of Wakanda." "-1"
"1051" "Then it will be the noblest ending in history." "1"
"1053" "WAKANDA FOREVER!!!!  Now!" "1"
"1055" "How much longer, Shuri?" "1"
"1056" "We've barely begun, brother." "1"
"1057" "You might want to pick up the pace." "1"
"1059" "Allfathers, give me strength." "1"
"1060" "You understand, boy? You're about to take the full force of a star. It'll kill you." "-1"
"1061" "Only if I die." "-1"
"1062" "Yes. That's what... killing you means." "-1"
"1064" "Hold it! Hold it, Thor!" "1"
"1066" "Thor! Say something. Come on. Thor, you okay?" "1"
"1068" "I think he's dying!" "-1"
"1069" "He needs the ax!" "1"
"1071" "Where's the handle?" "1"
"1072" "Tree, help me find the handle!" "1"
"1076" "There’s too many of them! GYAH! AAAAHHHHH!" "1"
"1078" "AH-hahaha! You guys are so screwed now!" "1"
"1079" "BRING ME THANOS!" "-1"
"1081" "Oh, yeah...you're much more of a Thanos." "1"
"1082" "I take it, the Maw is dead. This day extracts a heavy toll. Still, he accomplished his mission." "-1"
"1083" "You may regret that. He brought you face-to-face with the Master of the Mystic Arts." "1"
"1084" "And where do you think he brought you?" "1"
"1085" "Let me guess. Your home?" "1"
"1086" "It was. And it was beautiful.  Titan was like most planets. Too many mouths, and not enough to go around. And when we faced extinction, I offered a solution." "1"
"1087" "Genocide." "-1"
"1088" "But at random, dispassionate, fair to rich and poor alike. They called me a madman. And what I predicted came to pass." "-1"
"1089" "Congratulations. You're a prophet." "-1"
"1090" "I'm a survivor." "1"
"1091" "Who wants to murder trillions." "-1"
"1092" "With all six stones, I could simply snap my fingers, and they would all cease to exist; I call that... mercy." "-1"
"1093" "And then what?" "1"
"1094" "I finally rest...and watch the sun rise on a grateful universe." "1"
"1095" "The hardest choices require the strongest wills." "-1"
"1096" "I think you'll find our will...equal...to yours." "1"
"1097" "Ours?" "1"
"1098" "Piece of cake, Quill." "1"
"1099" "Yeah, if your goal was to piss him off!" "1"
"1104" "Boom!" "1"
"1106" "Do not let him close his fist." "1"
"1108" "Magic!  More magic!  Magic with a kick!  Magic with a--" "1"
"1110" "Insect!" "1"
"1114" "Well, well." "1"
"1115" "You should have killed me." "-1"
"1116" "It would've been a waste of parts!" "1"
"1117" "Where's Gamora?!" "1"
"1124" "Is he under? Don't let up." "1"
"1125" "Be quick. He is very strong." "1"
"1126" "Parker, help! Get over here.  She can't hold him much longer. Let's go." "1"
"1127" "I thought you'd be harder to catch. For the record, this was my plan. Not so strong now, huh? Where is Gamora?" "1"
"1128" "My Gamora...?" "1"
"1129" "No, bull-shit. Where is she?" "-1"
"1130" "He is in anguish." "-1"
"1131" "Good." "1"
"1132" "He… he mourns." "-1"
"1133" "What does this monster have to mourn?" "-1"
"1134" "Gamora." "1"
"1135" "What?" "1"
"1136" "He took her to Vormir. He came back with the Soul Stone... but she didn't." "-1"
"1137" "Okay, Quill, you gotta cool it right now, you understand?" "1"
"1139" "Don't, don't, don't engage, we've almost got this off!" "-1"
"1140" "Tell me she's lying.  Asshole! Tell me you didn't do it!" "-1"
"1141" "I... had... to." "1"
"1142" "No, you didn't…! No, you didn't…!  NO, YOU DIDN'T!" "-1"
"1143" "QUILL!" "1"
"1145" "Hey, stop! Hey, stop! Stop! Hey, stop! Stop!" "-1"
"1146" "It's coming! It's coming! It's coming!  I got it! I got it.... !" "-1"
"1148" "Oh, God!" "1"
"1153" "Come and get some, space dogs!  Come on, get some, get some! Come on, get some!  How much for the gun?" "1"
"1154" "Not for sale." "1"
"1155" "Okay, how much for the arm?  Oh, I'll get that arm." "1"
"1157" "New haircut?" "1"
"1158" "Notice you've copied my beard." "1"
"1160" "By the way, this is a friend of mine. Tree." "1"
"1161" "I AM GROOT!" "1"
"1162" "I am Steve Rogers." "1"
"1164" "Fall back! Fall back now!" "1"
"1166" "Focus that fire on the left flank, Sam." "1"
"1167" "I'm doing it." "1"
"1169" "Why was she up there all this time?" "1"
"1171" "She's on the field. Take it." "1"
"1174" "Guys, we got a Vision situation here." "1"
"1175" "Somebody get to Vision!" "1"
"1176" "I got him!" "1"
"1177" "On my way." "1"
"1178" "He'll die alone. As will you." "-1"
"1179" "She's not alone." "1"
"1181" "Euuyaaah!" "1"
"1183" "Oh no, oh no you don't. This isn't going to be like New York, pal. This suit's already kicked the crap out of the Hulk--" "1"
"1184" "Guys! Vision needs backup now!   Hulk. Hulk, I know you like making your entrance at the last second, well, this is it, man. This is the last, last second.  Ahhhhh! Hulk! Hulk! HULK!" "1"
"1185" "NOOOO!!!" "1"
"1186" "Oh, screw you, ya big green asshole! I'll do it myself!  Come on!" "-1"
"1188" "See you later, Alligator!  Hulk, we got a lot to figure out, pal." "1"
"1191" "I thought you were formidable, machine. But you're dying, like any man." "-1"
"1192" "Get outta here!  GO!" "1"
"1194" "That was really gross." "1"
"1196" "I thought I told you to go." "1"
"1197" "We don't trade lives, Captain." "1"
"1199" "I got you! I got you!  I'm sorry I can't remember anybody's names!" "-1"
"1203" "You're full of tricks, wizard." "1"
"1204" "No!" "1"
"1205" "Yet you never once used your greatest weapon.  A fake." "-1"
"1207" "You throw another moon at me, and I'm gonna lose it." "1"
"1208" "Stark." "1"
"1209" "You know me?" "1"
"1210" "I do. You're not the only one cursed with knowledge." "-1"
"1211" "My only curse is you." "-1"
"1212" "Come on!" "1"
"1216" "All that for a drop of blood." "-1"
"1219" "You have my respect, Stark. When I'm done, half of humanity will still be alive.  I hope they remember you." "-1"
"1222" "Stop!  Spare his life... and I will give you the stone." "-1"
"1223" "No tricks." "1"
"1224" "Don't...!" "-1"
"1226" "One to go." "1"
"1229" "Where is he?!" "1"
"1231" "Did we just lose?" "-1"
"1232" "Why would you do that?" "-1"
"1233" "We're in the Endgame now." "-1"
"1235" "MAYEFA!" "1"
"1236" "YA HU HU!" "1"
"1238" "Are you okay?  What? What is it?" "1"
"1239" "He's here." "1"
"1241" "Everyone, on my position. We have incoming." "1"
"1242" "What the hell?" "-1"
"1243" "Cap. That's him." "1"
"1244" "Eyes up. Stay sharp." "1"
"1249" "Wanda. It's time." "1"
"1250" "No." "1"
"1251" "They can't stop him, Wanda, but we can. Look at me. You have the power to destroy the stone." "1"
"1252" "Don't." "1"
"1253" "You must do it. Wanda, please. We. Are. Out of time." "-1"
"1254" "I can't." "1"
"1255" "Yes, you can. You can. If he gets the stone, half the universe dies." "-1"
"1256" "I-" "1"
"1257" "It's not fair. It shouldn't be you, but it is." "-1"
"1258" "It's all right. You could never hurt me...." "1"
"1259" "I just...feel you." "1"
"1267" "It's all right. It's all right. I love you." "1"
"1269" "I understand, my child. Better than anyone." "1"
"1270" "You could never..." "1"
"1271" "Today, I lost more than you can know. But now is no time to mourn. Now... is no time at all." "-1"
"1272" "NO!" "1"
"1275" "I told you. You'd die for that!" "-1"
"1277" "You should have... you...  You should have gone for the head!" "1"
"1279" "NO!" "1"
"1281" "Daughter?" "1"
"1283" "Did you do it?" "1"
"1284" "Yes." "1"
"1286" "What did it cost?" "1"
"1287" "Everything." "1"
"1289" "What'd you do?" "1"
"1290" "WHAT DID YOU DO?!" "1"
"1292" "Where'd he go? Thor... where'd he go?" "1"
"1293" "Steve?" "1"
"1296" "Up, General. Up! This is no place to die." "-1"
"1297" "Kumkani?!" "1"
"1298" "I am Groot..." "1"
"1300" "No... no. No. No. No! Groot, no..." "-1"
"1302" "Sam?  Sam, where you at?!" "-1"
"1304" "Something's happening." "-1"
"1306" "Quill?" "-1"
"1308" "Steady, Quill." "1"
"1309" "Aw, man." "-1"
"1310" "Tony, there was no other way." "1"
"1311" "Mr. Stark?  I don't feel so good..." "-1"
"1312" "You're all right?" "1"
"1313" "I don't know what's -- I don't know what's happening. I don't--  I don't wanna go, I don't wanna go, Mr. Stark, please. Please, I don't wanna go. I don't wanna go...  I'm sorry." "-1"
"1315" "He did it." "1"
"1317" "What is this? What the hell is happening?" "1"
"1318" "Oh, God." "-1"
"1321" "Still no word from Stark?" "-1"
"1322" "No, not yet. We're watching every satellite in both hemispheres, there's still nothing." "-1"
"1324" "What is it?" "1"
"1325" "Multiple bogeys over Wakanda." "1"
"1326" "Same energy signatures as New York?" "1"
"1327" "Ten times bigger." "1"
"1328" "Tell Klein. We'll meet him at- -" "1"
"1329" "Nick, Nick!" "-1"
"1330" "They okay?" "1"
"1332" "There's no one here." "1"
"1334" "Call Control. Code Red." "-1"
"1335" "Nick?" "1"
"1337" "Hill?" "1"
"1339" "Oh, no..." "-1"
"1340" "Motherf..." "-1"
